post_owner,time_of_day,year,month,day,day_week,date,hour,part_of_day
__ch3ll__,2021-07-19 00:11:48,2021,July,19,Monday,2021-07-19,0,Late Night
__ch3ll__,2021-07-18 18:02:36,2021,July,18,Sunday,2021-07-18,18,Evening
vittorfernando,2021-07-17 15:59:01,2021,July,17,Saturday,2021-07-17,15,Afternoon
fotochaaat,2021-07-17 01:07:30,2021,July,17,Saturday,2021-07-17,1,Late Night
prof.danielgontijo,2021-07-16 15:18:38,2021,July,16,Friday,2021-07-16,15,Afternoon
sebastiao.salgados,2021-07-16 14:07:26,2021,July,16,Friday,2021-07-16,14,Afternoon
manoel_uchoa,2021-07-15 14:19:33,2021,July,15,Thursday,2021-07-15,14,Afternoon
filoeliteratu,2021-07-15 13:52:04,2021,July,15,Thursday,2021-07-15,13,Afternoon
sebastiao.salgados,2021-07-15 13:45:02,2021,July,15,Thursday,2021-07-15,13,Afternoon
semdeuses,2021-07-14 15:26:35,2021,July,14,Wednesday,2021-07-14,15,Afternoon
semdeuses,2021-07-14 15:11:55,2021,July,14,Wednesday,2021-07-14,15,Afternoon
sebastiao.salgados,2021-07-14 01:36:29,2021,July,14,Wednesday,2021-07-14,1,Late Night
revistatpm,2021-07-13 19:43:57,2021,July,13,Tuesday,2021-07-13,19,Evening
sebastiao.salgados,2021-07-13 14:47:32,2021,July,13,Tuesday,2021-07-13,14,Afternoon
coyotebeatz,2021-07-10 20:57:31,2021,July,10,Saturday,2021-07-10,20,Evening
mayarabeatriz12,2021-07-01 15:54:33,2021,July,1,Thursday,2021-07-01,15,Afternoon
manoel_uchoa,2021-07-01 15:53:53,2021,July,1,Thursday,2021-07-01,15,Afternoon
___nataliao.gomes,2021-07-01 01:03:13,2021,July,1,Thursday,2021-07-01,1,Late Night
__ch3ll__,2021-06-27 01:11:35,2021,June,27,Sunday,2021-06-27,1,Late Night
__ch3ll__,2021-06-27 01:11:04,2021,June,27,Sunday,2021-06-27,1,Late Night
sylvesterhenrique,2021-06-23 01:04:03,2021,June,23,Wednesday,2021-06-23,1,Late Night
sebastiao.salgados,2021-06-21 01:22:32,2021,June,21,Monday,2021-06-21,1,Late Night
sebastiao.salgados,2021-06-21 01:21:15,2021,June,21,Monday,2021-06-21,1,Late Night
spacetoday1,2021-06-19 23:12:48,2021,June,19,Saturday,2021-06-19,23,Night
spacetoday1,2021-06-19 23:11:33,2021,June,19,Saturday,2021-06-19,23,Night
spacetoday1,2021-06-18 02:24:42,2021,June,18,Friday,2021-06-18,2,Late Night
__ch3ll__,2021-06-17 03:28:39,2021,June,17,Thursday,2021-06-17,3,Late Night
sylvesterhenrique,2021-06-17 01:19:18,2021,June,17,Thursday,2021-06-17,1,Late Night
__ch3ll__,2021-06-15 08:44:42,2021,June,15,Tuesday,2021-06-15,8,Early Morning
__ch3ll__,2021-06-15 08:44:03,2021,June,15,Tuesday,2021-06-15,8,Early Morning
__ch3ll__,2021-06-15 08:43:29,2021,June,15,Tuesday,2021-06-15,8,Early Morning
__ch3ll__,2021-06-15 08:43:15,2021,June,15,Tuesday,2021-06-15,8,Early Morning
__ch3ll__,2021-06-15 08:42:56,2021,June,15,Tuesday,2021-06-15,8,Early Morning
__ch3ll__,2021-06-14 10:26:13,2021,June,14,Monday,2021-06-14,10,Morning
__ch3ll__,2021-06-14 10:25:34,2021,June,14,Monday,2021-06-14,10,Morning
luccas._.alves,2021-06-06 00:05:04,2021,June,6,Sunday,2021-06-06,0,Late Night
prof.danielgontijo,2021-06-02 19:00:11,2021,June,2,Wednesday,2021-06-02,19,Evening
alper.tadeu,2021-06-01 15:53:49,2021,June,1,Tuesday,2021-06-01,15,Afternoon
__ch3ll__,2021-05-30 20:09:24,2021,May,30,Sunday,2021-05-30,20,Evening
arthur.henrique95,2021-05-30 04:26:49,2021,May,30,Sunday,2021-05-30,4,Late Night
dicas.anticoach,2021-05-28 21:22:59,2021,May,28,Friday,2021-05-28,21,Night
kamilagiffoni,2021-05-24 00:18:33,2021,May,24,Monday,2021-05-24,0,Late Night
revistatpm,2021-05-22 21:25:23,2021,May,22,Saturday,2021-05-22,21,Night
se.poema.fosse.funk,2021-05-21 06:52:52,2021,May,21,Friday,2021-05-21,6,Early Morning
__ch3ll__,2021-05-16 01:12:05,2021,May,16,Sunday,2021-05-16,1,Late Night
dicas.anticoach,2021-05-15 20:26:08,2021,May,15,Saturday,2021-05-15,20,Evening
danywsbela,2021-05-08 02:23:39,2021,May,8,Saturday,2021-05-08,2,Late Night
louise_louisinha,2021-05-07 13:30:10,2021,May,7,Friday,2021-05-07,13,Afternoon
__ch3ll__,2021-04-29 17:09:09,2021,April,29,Thursday,2021-04-29,17,Evening
__ch3ll__,2021-04-23 22:48:03,2021,April,23,Friday,2021-04-23,22,Night
sylvesterhenrique,2021-04-22 20:24:35,2021,April,22,Thursday,2021-04-22,20,Evening
spacetoday1,2021-04-22 14:35:40,2021,April,22,Thursday,2021-04-22,14,Afternoon
_souzzzacarol,2021-04-13 16:47:05,2021,April,13,Tuesday,2021-04-13,16,Afternoon
spacetoday1,2021-04-12 16:18:25,2021,April,12,Monday,2021-04-12,16,Afternoon
dicas.anticoach,2021-04-12 03:36:45,2021,April,12,Monday,2021-04-12,3,Late Night
gustavo.baracho,2021-04-10 01:01:42,2021,April,10,Saturday,2021-04-10,1,Late Night
spacetoday1,2021-04-02 06:18:05,2021,April,2,Friday,2021-04-02,6,Early Morning
ocaradosquadrinhoss,2021-04-01 12:34:26,2021,April,1,Thursday,2021-04-01,12,Morning
pyladiesrecife,2021-03-31 15:51:51,2021,March,31,Wednesday,2021-03-31,15,Afternoon
spacetoday1,2021-02-25 02:23:09,2021,February,25,Thursday,2021-02-25,2,Late Night
spacetoday1,2021-02-23 13:34:58,2021,February,23,Tuesday,2021-02-23,13,Afternoon
miltonbitucanascimento,2021-02-22 05:28:24,2021,February,22,Monday,2021-02-22,5,Early Morning
nexojornal,2021-02-21 05:58:17,2021,February,21,Sunday,2021-02-21,5,Early Morning
manoel_uchoa,2021-02-21 04:45:37,2021,February,21,Sunday,2021-02-21,4,Late Night
spacetoday1,2021-02-20 06:41:02,2021,February,20,Saturday,2021-02-20,6,Early Morning
resilia.br,2021-02-20 06:13:26,2021,February,20,Saturday,2021-02-20,6,Early Morning
sylvesterhenrique,2021-02-20 06:10:46,2021,February,20,Saturday,2021-02-20,6,Early Morning
kassio.ipnet_cloud,2021-02-09 03:23:41,2021,February,9,Tuesday,2021-02-09,3,Late Night
sebastiao.salgados,2021-02-06 12:56:55,2021,February,6,Saturday,2021-02-06,12,Morning
c.damasdeferro,2021-02-03 12:37:21,2021,February,3,Wednesday,2021-02-03,12,Morning
arlonsilveira,2021-02-03 12:33:02,2021,February,3,Wednesday,2021-02-03,12,Morning
resilia.br,2021-02-01 06:49:11,2021,February,1,Monday,2021-02-01,6,Early Morning
jennitavares,2021-01-29 15:41:29,2021,January,29,Friday,2021-01-29,15,Afternoon
murilogun,2021-01-28 13:14:48,2021,January,28,Thursday,2021-01-28,13,Afternoon
ifooduniverso,2021-01-28 13:09:25,2021,January,28,Thursday,2021-01-28,13,Afternoon
rap.dab,2021-01-21 03:46:45,2021,January,21,Thursday,2021-01-21,3,Late Night
rafabrites,2021-01-16 18:42:53,2021,January,16,Saturday,2021-01-16,18,Evening
_souzzzacarol,2021-01-09 20:02:57,2021,January,9,Saturday,2021-01-09,20,Evening
marilizpj,2021-01-08 10:17:44,2021,January,8,Friday,2021-01-08,10,Morning
criolomc,2021-01-08 10:14:18,2021,January,8,Friday,2021-01-08,10,Morning
raillena17,2021-01-06 02:52:08,2021,January,6,Wednesday,2021-01-06,2,Late Night
filosofia_arte_literatura,2021-01-05 11:39:13,2021,January,5,Tuesday,2021-01-05,11,Morning
lucialiralr,2021-01-05 02:55:18,2021,January,5,Tuesday,2021-01-05,2,Late Night
elizabete.ls,2021-01-03 22:41:17,2021,January,3,Sunday,2021-01-03,22,Night
daniellakennia,2021-01-02 20:24:35,2021,January,2,Saturday,2021-01-02,20,Evening
curumineosaipins,2020-12-31 03:46:19,2020,December,31,Thursday,2020-12-31,3,Late Night
murilogun,2020-12-31 03:43:43,2020,December,31,Thursday,2020-12-31,3,Late Night
__ch3ll__,2020-12-30 23:21:24,2020,December,30,Wednesday,2020-12-30,23,Night
__ch3ll__,2020-12-30 20:12:02,2020,December,30,Wednesday,2020-12-30,20,Evening
ogeovanimartins,2020-12-30 20:11:26,2020,December,30,Wednesday,2020-12-30,20,Evening
__ch3ll__,2020-12-30 18:43:52,2020,December,30,Wednesday,2020-12-30,18,Evening
murilogun,2020-12-30 17:40:14,2020,December,30,Wednesday,2020-12-30,17,Evening
jennitavares,2020-12-30 15:13:12,2020,December,30,Wednesday,2020-12-30,15,Afternoon
sarashakeel,2020-12-29 08:35:21,2020,December,29,Tuesday,2020-12-29,8,Early Morning
spacetoday1,2020-12-28 23:58:57,2020,December,28,Monday,2020-12-28,23,Night
authordanbrown,2020-12-28 22:16:21,2020,December,28,Monday,2020-12-28,22,Night
spacetoday1,2020-12-27 17:53:16,2020,December,27,Sunday,2020-12-27,17,Evening
criolomc,2020-12-26 18:52:07,2020,December,26,Saturday,2020-12-26,18,Evening
victorleandro4.0,2020-12-25 03:03:43,2020,December,25,Friday,2020-12-25,3,Late Night
victorleandro4.0,2020-12-25 01:32:20,2020,December,25,Friday,2020-12-25,1,Late Night
kamilagiffoni,2020-12-23 20:35:30,2020,December,23,Wednesday,2020-12-23,20,Evening
__ch3ll__,2020-12-23 17:22:04,2020,December,23,Wednesday,2020-12-23,17,Evening
dicas.anticoach,2020-12-23 14:02:28,2020,December,23,Wednesday,2020-12-23,14,Afternoon
dicas.anticoach,2020-12-22 15:50:07,2020,December,22,Tuesday,2020-12-22,15,Afternoon
duasvezeschico,2020-12-21 17:31:02,2020,December,21,Monday,2020-12-21,17,Evening
__ch3ll__,2020-12-20 03:08:08,2020,December,20,Sunday,2020-12-20,3,Late Night
__ch3ll__,2020-12-19 17:39:55,2020,December,19,Saturday,2020-12-19,17,Evening
kamilagiffoni,2020-12-18 18:53:05,2020,December,18,Friday,2020-12-18,18,Evening
miltonbitucanascimento,2020-12-18 18:02:43,2020,December,18,Friday,2020-12-18,18,Evening
dicas.anticoach,2020-12-17 16:40:47,2020,December,17,Thursday,2020-12-17,16,Afternoon
prof.esp.amaury_melo,2020-12-13 21:09:38,2020,December,13,Sunday,2020-12-13,21,Night
kennedypereirathorpe,2020-12-10 15:53:29,2020,December,10,Thursday,2020-12-10,15,Afternoon
mayarabeatriz12,2020-12-09 13:16:32,2020,December,9,Wednesday,2020-12-09,13,Afternoon
vamosjuntasorg,2020-12-03 22:21:26,2020,December,3,Thursday,2020-12-03,22,Night
__ch3ll__,2020-12-03 21:27:01,2020,December,3,Thursday,2020-12-03,21,Night
rodrigoepronto,2020-12-03 01:59:32,2020,December,3,Thursday,2020-12-03,1,Late Night
__ch3ll__,2020-12-03 00:56:34,2020,December,3,Thursday,2020-12-03,0,Late Night
pregnancyguidelines,2020-11-30 12:06:06,2020,November,30,Monday,2020-11-30,12,Morning
__ch3ll__,2020-11-23 18:47:51,2020,November,23,Monday,2020-11-23,18,Evening
__ch3ll__,2020-11-23 12:53:54,2020,November,23,Monday,2020-11-23,12,Morning
longedotedio,2020-11-20 02:23:52,2020,November,20,Friday,2020-11-20,2,Late Night
deyvisonfsilva,2020-11-18 21:22:42,2020,November,18,Wednesday,2020-11-18,21,Night
__ch3ll__,2020-11-17 10:40:26,2020,November,17,Tuesday,2020-11-17,10,Morning
__ch3ll__,2020-11-17 10:40:16,2020,November,17,Tuesday,2020-11-17,10,Morning
__ch3ll__,2020-11-17 10:39:42,2020,November,17,Tuesday,2020-11-17,10,Morning
__ch3ll__,2020-11-17 10:39:25,2020,November,17,Tuesday,2020-11-17,10,Morning
__ch3ll__,2020-11-17 10:39:14,2020,November,17,Tuesday,2020-11-17,10,Morning
__ch3ll__,2020-11-17 10:39:04,2020,November,17,Tuesday,2020-11-17,10,Morning
__ch3ll__,2020-11-17 10:38:59,2020,November,17,Tuesday,2020-11-17,10,Morning
__ch3ll__,2020-11-17 10:38:39,2020,November,17,Tuesday,2020-11-17,10,Morning
__ch3ll__,2020-11-17 10:38:28,2020,November,17,Tuesday,2020-11-17,10,Morning
__ch3ll__,2020-11-17 10:38:10,2020,November,17,Tuesday,2020-11-17,10,Morning
alfredocardim,2020-11-17 08:55:45,2020,November,17,Tuesday,2020-11-17,8,Early Morning
mayarabeatriz12,2020-11-17 08:54:31,2020,November,17,Tuesday,2020-11-17,8,Early Morning
chharlyss,2020-11-03 23:50:52,2020,November,3,Tuesday,2020-11-03,23,Night
chharlyss,2020-11-03 23:49:05,2020,November,3,Tuesday,2020-11-03,23,Night
rafabrites,2020-11-03 23:39:10,2020,November,3,Tuesday,2020-11-03,23,Night
chharlyss,2020-11-03 23:00:36,2020,November,3,Tuesday,2020-11-03,23,Night
dicas.anticoach,2020-11-02 02:53:58,2020,November,2,Monday,2020-11-02,2,Late Night
manualdamamaebrasilia,2020-11-02 01:08:12,2020,November,2,Monday,2020-11-02,1,Late Night
mari_fazarte,2020-10-31 15:33:43,2020,October,31,Saturday,2020-10-31,15,Afternoon
donadirceferreira,2020-10-31 14:22:52,2020,October,31,Saturday,2020-10-31,14,Afternoon
gnt,2020-10-31 11:39:04,2020,October,31,Saturday,2020-10-31,11,Morning
aliceruizs,2020-10-31 09:46:01,2020,October,31,Saturday,2020-10-31,9,Morning
dicas.anticoach,2020-10-30 23:04:18,2020,October,30,Friday,2020-10-30,23,Night
jornalrascunho,2020-10-30 12:51:47,2020,October,30,Friday,2020-10-30,12,Morning
instirinhass,2020-10-29 08:09:27,2020,October,29,Thursday,2020-10-29,8,Early Morning
spacetoday1,2020-10-27 18:11:57,2020,October,27,Tuesday,2020-10-27,18,Evening
spacetoday1,2020-10-27 16:15:58,2020,October,27,Tuesday,2020-10-27,16,Afternoon
ocaradosquadrinhoss,2020-10-27 15:07:01,2020,October,27,Tuesday,2020-10-27,15,Afternoon
spacetoday1,2020-10-27 15:06:36,2020,October,27,Tuesday,2020-10-27,15,Afternoon
ocaradosquadrinhoss,2020-10-27 12:06:12,2020,October,27,Tuesday,2020-10-27,12,Morning
cafeparaprogramar,2020-10-27 00:40:09,2020,October,27,Tuesday,2020-10-27,0,Late Night
spacetoday1,2020-10-26 23:43:39,2020,October,26,Monday,2020-10-26,23,Night
tamisacosta,2020-10-26 01:13:42,2020,October,26,Monday,2020-10-26,1,Late Night
spacex,2020-10-24 21:50:16,2020,October,24,Saturday,2020-10-24,21,Night
spacetoday1,2020-10-24 17:18:00,2020,October,24,Saturday,2020-10-24,17,Evening
portaldeprefeitura,2020-10-24 08:42:02,2020,October,24,Saturday,2020-10-24,8,Early Morning
cfeoficial,2020-10-23 22:31:47,2020,October,23,Friday,2020-10-23,22,Night
grupoeditorialrecord,2020-10-23 22:19:28,2020,October,23,Friday,2020-10-23,22,Night
grupoeditorialrecord,2020-10-23 22:18:58,2020,October,23,Friday,2020-10-23,22,Night
caetanoefoda,2020-10-01 04:44:31,2020,October,1,Thursday,2020-10-01,4,Late Night
__ch3ll__,2020-09-30 00:13:14,2020,September,30,Wednesday,2020-09-30,0,Late Night
martelo_nietzsche,2020-09-29 23:10:08,2020,September,29,Tuesday,2020-09-29,23,Night
filhinhosfelinos,2020-09-27 19:19:15,2020,September,27,Sunday,2020-09-27,19,Evening
papaver.art,2020-09-27 19:01:51,2020,September,27,Sunday,2020-09-27,19,Evening
jeffreydeanmorgan,2020-09-27 17:00:42,2020,September,27,Sunday,2020-09-27,17,Evening
andreadepaulavieira,2020-09-24 15:01:59,2020,September,24,Thursday,2020-09-24,15,Afternoon
igrejauniverssauria,2020-09-24 13:49:53,2020,September,24,Thursday,2020-09-24,13,Afternoon
mayarabeatriz12,2020-09-21 21:07:57,2020,September,21,Monday,2020-09-21,21,Night
conjecturancas,2020-09-21 20:28:59,2020,September,21,Monday,2020-09-21,20,Evening
kamilagiffoni,2020-09-21 20:28:28,2020,September,21,Monday,2020-09-21,20,Evening
kamilagiffoni,2020-09-21 01:27:35,2020,September,21,Monday,2020-09-21,1,Late Night
mari_fazarte,2020-09-20 15:39:08,2020,September,20,Sunday,2020-09-20,15,Afternoon
vickycornell,2020-09-19 01:48:03,2020,September,19,Saturday,2020-09-19,1,Late Night
conjecturancas,2020-09-18 21:25:54,2020,September,18,Friday,2020-09-18,21,Night
__ch3ll__,2020-09-18 21:20:36,2020,September,18,Friday,2020-09-18,21,Night
__ch3ll__,2020-09-18 21:20:08,2020,September,18,Friday,2020-09-18,21,Night
__ch3ll__,2020-09-18 21:19:22,2020,September,18,Friday,2020-09-18,21,Night
__ch3ll__,2020-09-18 21:19:10,2020,September,18,Friday,2020-09-18,21,Night
deyvisonfsilva,2020-09-14 22:04:14,2020,September,14,Monday,2020-09-14,22,Night
eaguiar1960,2020-09-08 20:00:32,2020,September,8,Tuesday,2020-09-08,20,Evening
eaguiar1960,2020-09-08 17:08:30,2020,September,8,Tuesday,2020-09-08,17,Evening
mayarabeatriz12,2020-09-06 21:06:32,2020,September,6,Sunday,2020-09-06,21,Night
artguide_illustration,2020-09-06 14:51:55,2020,September,6,Sunday,2020-09-06,14,Afternoon
marca.flor,2020-09-05 17:55:43,2020,September,5,Saturday,2020-09-05,17,Evening
__ch3ll__,2020-09-03 21:08:26,2020,September,3,Thursday,2020-09-03,21,Night
raillena17,2020-09-03 20:57:35,2020,September,3,Thursday,2020-09-03,20,Evening
dsacademybr,2020-09-03 20:02:57,2020,September,3,Thursday,2020-09-03,20,Evening
__ch3ll__,2020-09-03 20:00:11,2020,September,3,Thursday,2020-09-03,20,Evening
rubelrubelrubel,2020-09-01 15:05:49,2020,September,1,Tuesday,2020-09-01,15,Afternoon
leandraleal,2020-08-31 19:12:34,2020,August,31,Monday,2020-08-31,19,Evening
ogeovanimartins,2020-08-31 14:17:35,2020,August,31,Monday,2020-08-31,14,Afternoon
luccas._.alves,2020-08-31 03:46:46,2020,August,31,Monday,2020-08-31,3,Late Night
mayarabeatriz12,2020-08-30 23:43:38,2020,August,30,Sunday,2020-08-30,23,Night
mayarabeatriz12,2020-08-30 20:57:15,2020,August,30,Sunday,2020-08-30,20,Evening
caiapitanga,2020-08-29 14:16:55,2020,August,29,Saturday,2020-08-29,14,Afternoon
caetanoefoda,2020-08-28 23:35:45,2020,August,28,Friday,2020-08-28,23,Night
iguglielmini,2020-08-26 17:27:06,2020,August,26,Wednesday,2020-08-26,17,Evening
dicas.anticoach,2020-08-21 22:03:16,2020,August,21,Friday,2020-08-21,22,Night
mayarabeatriz12,2020-08-20 02:15:51,2020,August,20,Thursday,2020-08-20,2,Late Night
portaldeprefeitura,2020-08-17 05:15:26,2020,August,17,Monday,2020-08-17,5,Early Morning
jc_pe,2020-08-16 23:53:03,2020,August,16,Sunday,2020-08-16,23,Night
recifeordinario,2020-08-16 23:00:24,2020,August,16,Sunday,2020-08-16,23,Night
sylvesterhenrique,2020-08-16 20:18:34,2020,August,16,Sunday,2020-08-16,20,Evening
__ch3ll__,2020-08-15 11:08:13,2020,August,15,Saturday,2020-08-15,11,Morning
__ch3ll__,2020-08-15 01:15:14,2020,August,15,Saturday,2020-08-15,1,Late Night
andressa.vazz,2020-08-14 21:45:41,2020,August,14,Friday,2020-08-14,21,Night
recifeordinario,2020-08-14 19:03:02,2020,August,14,Friday,2020-08-14,19,Evening
recifeordinario,2020-08-14 18:54:59,2020,August,14,Friday,2020-08-14,18,Evening
antoniofagundes,2020-08-13 00:42:03,2020,August,13,Thursday,2020-08-13,0,Late Night
terezasales15,2020-08-12 00:07:59,2020,August,12,Wednesday,2020-08-12,0,Late Night
victorleandro4.0,2020-08-10 19:53:12,2020,August,10,Monday,2020-08-10,19,Evening
mahmoudbaydoun_,2020-08-10 16:37:55,2020,August,10,Monday,2020-08-10,16,Afternoon
migasualoca,2020-08-10 14:27:44,2020,August,10,Monday,2020-08-10,14,Afternoon
cleyson.erasmo,2020-08-08 20:03:40,2020,August,8,Saturday,2020-08-08,20,Evening
caetanoveloso,2020-08-03 01:35:24,2020,August,3,Monday,2020-08-03,1,Late Night
xuxameneghel,2020-08-01 16:17:40,2020,August,1,Saturday,2020-08-01,16,Afternoon
vlady_snow,2020-08-01 15:18:41,2020,August,1,Saturday,2020-08-01,15,Afternoon
spacetoday1,2020-07-30 11:07:27,2020,July,30,Thursday,2020-07-30,11,Morning
mahmoudbaydoun_,2020-07-21 19:12:29,2020,July,21,Tuesday,2020-07-21,19,Evening
semdeuses,2020-07-20 17:01:00,2020,July,20,Monday,2020-07-20,17,Evening
mahmoudbaydoun_,2020-07-20 16:59:47,2020,July,20,Monday,2020-07-20,16,Afternoon
hughhowey,2020-07-14 21:14:02,2020,July,14,Tuesday,2020-07-14,21,Night
maga_ligna,2020-07-14 19:32:49,2020,July,14,Tuesday,2020-07-14,19,Evening
belizzoficial,2020-07-14 11:51:00,2020,July,14,Tuesday,2020-07-14,11,Morning
sebastiao.salgados,2020-07-14 10:39:50,2020,July,14,Tuesday,2020-07-14,10,Morning
arthurlsmarinho,2020-07-12 18:15:18,2020,July,12,Sunday,2020-07-12,18,Evening
kamilagiffoni,2020-07-11 18:34:22,2020,July,11,Saturday,2020-07-11,18,Evening
autoralvsautoral,2020-07-09 18:09:31,2020,July,9,Thursday,2020-07-09,18,Evening
tamisacosta,2020-07-09 16:48:48,2020,July,9,Thursday,2020-07-09,16,Afternoon
abrace_a_loucura,2020-07-09 05:30:15,2020,July,9,Thursday,2020-07-09,5,Early Morning
cleyson.erasmo,2020-07-08 18:21:46,2020,July,8,Wednesday,2020-07-08,18,Evening
studio__rembrandt,2020-07-08 16:28:32,2020,July,8,Wednesday,2020-07-08,16,Afternoon
